timestamp,status,value
2025-06-22T19:18:49.780831,Dik Durma,172.59
2025-06-22T19:18:49.812081,Dik Durma,172.38
2025-06-22T19:18:49.844170,Dik Durma,172.20
2025-06-22T19:18:49.875831,Dik Durma,172.17
2025-06-22T19:18:49.907845,Dik Durma,172.11
2025-06-22T19:18:49.941115,Dik Durma,172.07
2025-06-22T19:18:49.974604,Dik Durma,171.97
2025-06-22T19:18:49.999314,Dik Durma,172.16
2025-06-22T19:18:50.031937,Dik Durma,172.40
2025-06-22T19:18:50.063472,Dik Durma,172.31
2025-06-22T19:18:50.094547,Dik Durma,172.76
2025-06-22T19:18:50.129461,Dik Durma,173.16
2025-06-22T19:18:50.155961,Dik Durma,173.37
2025-06-22T19:18:50.188028,Dik Durma,174.21
2025-06-22T19:18:50.220389,Dik Durma,174.26
2025-06-22T19:18:50.250390,Dik Durma,174.68
2025-06-22T19:18:50.282548,Dik Durma,174.79
2025-06-22T19:18:50.312231,Dik Durma,175.05
2025-06-22T19:18:50.346562,Dik Durma,175.23
